image_id,age_group,age,person_id
01\nm0001201_rm1729463552_1945-2-9_1984,3,39,nm0001201
94\nm1399894_rm3132738304_1990-2-8_2014,0,24,nm1399894
23\nm0000523_rm743804672_1966-6-8_2009,3,43,nm0000523
17\nm1472917_rm405715456_1982-1-14_2011,1,29,nm1472917
27\nm0005527_rm846117376_1972-7-10_2009,2,37,nm0005527
60\nm0000760_rm1834404864_1950-1-23_1985,2,35,nm0000760
52\nm0000652_rm1862860544_1960-2-7_2015,5,55,nm0000652
13\nm0000313_rm2785840896_1949-12-4_2010,6,61,nm0000313
44\nm0439344_rm1355467776_1940-9-22_1965,0,25,nm0439344
26\nm0001026_rm3682965248_1945-8-2_2008,7,63,nm0001026
47\nm0000147_rm2345189888_1960-9-10_2014,5,54,nm0000147
53\nm0425053_rm319931136_1979-8-7_2014,2,35,nm0425053
97\nm0004897_rm3947207424_1962-6-12_2005,3,43,nm0004897
24\nm0627624_rm751296256_1964-12-30_2012,4,48,nm0627624
14\nm0005114_rm1987877632_1973-11-9_1999,1,26,nm0005114
45\nm0279545_rm697211648_1976-2-3_2007,1,31,nm0279545
55\nm0128655_rm945207040_1978-1-15_2004,1,26,nm0128655
45\nm0000245_rm3061368832_1951-7-21_1978,1,27,nm0000245
72\nm0105672_rm3220555264_1962-7-1_2014,5,52,nm0105672
08\nm0915208_rm3540842240_1968-9-28_2015,4,47,nm0915208
06\nm0170306_rm2404751616_1964-5-13_1996,2,32,nm0170306
39\nm0000739_rm3910700544_1950-1-16_1981,1,31,nm0000739
59\nm0610459_rm2853485568_1969-10-11_2008,3,39,nm0610459
28\nm0639928_rm2943401216_1967-5-16_2011,4,44,nm0639928
94\nm0827594_rm205048832_1944-12-10_1968,0,24,nm0827594
67\nm0503567_rm9159936_1992-1-19_2014,0,22,nm0503567
06\nm0267506_rm20942336_1976-11-29_2000,0,24,nm0267506
74\nm0005074_rm677938432_1967-4-23_2010,3,43,nm0005074
25\nm0147825_rm605667072_1964-4-24_2011,4,47,nm0147825
88\nm1433588_rm4271612416_1973-3-24_2007,2,34,nm1433588
96\nm0912396_rm2889285376_1982-6-4_2015,2,33,nm0912396
58\nm0000658_rm294623488_1949-6-22_2004,5,55,nm0000658
88\nm0913488_rm346794752_1977-1-31_2012,2,35,nm0913488
31\nm0000331_rm825867008_1943-10-8_2009,7,66,nm0000331
81\nm0423381_rm2333261056_1940-11-4_1975,2,35,nm0423381
46\nm0221046_rm3872454656_1980-1-17_2011,1,31,nm0221046
86\nm0170186_rm1466616064_1963-2-14_1997,2,34,nm0170186
84\nm0135584_rm3857046272_1983-4-27_2014,1,31,nm0135584
81\nm0329481_rm2114030080_1978-5-22_2009,1,31,nm0329481
78\nm0000178_rm2015869696_1965-1-22_2011,4,46,nm0000178
64\nm0725864_rm3872314112_1985-6-22_2013,1,28,nm0725864
73\nm0000173_rm1202226176_1967-6-20_2010,3,43,nm0000173
45\nm0000345_rm2079168768_1948-3-14_2001,5,53,nm0000345
07\nm0910607_rm1624033792_1956-10-4_2014,6,58,nm0910607
30\nm0000230_rm3802446592_1946-7-6_1982,2,36,nm0000230
42\nm0000242_rm1813089792_1971-6-5_1996,0,25,nm0000242
02\nm0491402_rm354333696_1959-6-11_2004,4,45,nm0491402
71\nm0479471_rm392332032_1986-6-11_2010,0,24,nm0479471
11\nm3129311_rm3708339456_1978-6-4_2015,2,37,nm3129311
61\nm1036361_rm619156736_1971-9-8_2005,2,34,nm1036361
91\nm0790291_rm4067014144_1949-4-14_2011,7,62,nm0790291
87\nm0000487_rm1667540736_1954-10-23_2013,6,59,nm0000487
43\nm0000243_rm3779100672_1954-12-28_2010,6,56,nm0000243
20\nm0810620_rm2136994304_1983-6-21_2015,2,32,nm0810620
13\nm0001813_rm450069760_1925-12-13_1968,3,43,nm0001813
85\nm0419785_rm2919028224_1935-10-29_1997,7,62,nm0419785
77\nm0799777_rm3275921664_1955-1-9_2005,5,50,nm0799777
70\nm0842770_rm3377056256_1960-11-5_2013,5,53,nm0842770
01\nm0004801_rm1132902144_1967-12-1_2011,4,44,nm0004801
91\nm0000291_rm3439567616_1958-8-16_2013,5,55,nm0000291
14\nm0450714_rm942591488_1960-8-16_1998,3,38,nm0450714
53\nm1273753_rm3426072576_1980-3-28_2007,1,27,nm1273753
19\nm0000619_rm1094555648_1961-5-14_1998,2,37,nm0000619
89\nm0093589_rm3421568512_1977-10-11_2009,2,32,nm0093589
13\nm1567113_rm1566685440_1977-3-24_2011,2,34,nm1567113
24\nm0397124_rm354982400_1954-10-18_2001,4,47,nm0397124
60\nm0000160_rm2110375168_1970-11-6_2013,3,43,nm0000160
45\nm0001845_rm3441659392_1961-7-15_1992,1,31,nm0001845
06\nm0000206_rm325486848_1964-9-2_2009,4,45,nm0000206
31\nm0000331_rm523928832_1943-10-8_2009,7,66,nm0000331
65\nm0405165_rm2625357824_1926-10-11_1984,6,58,nm0405165
87\nm0000187_rm221157888_1958-8-16_2005,4,47,nm0000187
40\nm1918140_rm1785512960_1983-6-9_2014,1,31,nm1918140
16\nm0835016_rm3443171840_1963-8-5_2013,5,50,nm0835016
14\nm0001014_rm2827459328_1970-3-27_2005,2,35,nm0001014
59\nm0005259_rm1867225600_1958-11-12_1998,3,40,nm0005259
79\nm1018679_rm834054144_1976-11-18_2012,2,36,nm1018679
22\nm0736622_rm2561605120_1982-4-15_2014,2,32,nm0736622
12\nm0813812_rm4152143360_1978-12-8_2009,1,31,nm0813812
28\nm1720028_rm3399067392_1986-4-22_2013,1,27,nm1720028
92\nm0000792_rm3613043200_1959-3-6_2012,5,53,nm0000792
20\nm0189220_rm3541929216_1962-3-25_2004,3,42,nm0189220
76\nm0829576_rm1590670080_1990-4-9_2011,0,21,nm0829576
89\nm0625789_rm3713181184_1964-5-11_2013,4,49,nm0625789
28\nm1720028_rm123308288_1986-4-22_2009,0,23,nm1720028
23\nm0444223_rm434551552_1985-2-19_2011,1,26,nm0444223
81\nm0272581_rm2876811008_1983-10-19_2013,1,30,nm0272581
18\nm0481418_rm3839858944_1959-10-30_2007,4,48,nm0481418
69\nm0663469_rm2544205824_1977-7-15_2010,2,33,nm0663469
58\nm0324658_rm2463072768_1971-11-10_2010,3,39,nm0324658
24\nm0001724_rm1931319296_1953-10-9_2002,4,49,nm0001724
86\nm2044686_rm1634522880_1982-10-1_2009,1,27,nm2044686
54\nm0000454_rm1963691520_1936-5-17_1990,5,54,nm0000454
87\nm0000187_rm3523320576_1958-8-16_2003,4,45,nm0000187
41\nm0315041_rm3496380672_1961-6-25_2009,4,48,nm0315041
95\nm0447695_rm3560097536_1985-8-9_2014,1,29,nm0447695
06\nm0000506_rm333306112_1961-1-13_2013,5,52,nm0000506
54\nm0001454_rm246651648_1965-4-16_2008,3,43,nm0001454
75\nm0010075_rm1167765248_1978-3-1_2005,1,27,nm0010075
12\nm0005112_rm2036904960_1968-1-14_2010,3,42,nm0005112
40\nm1102140_rm1294841600_1974-7-29_2005,1,31,nm1102140
93\nm0771493_rm2595664128_1955-5-27_2011,6,56,nm0771493
89\nm0366389_rm2150289920_1979-7-6_2013,2,34,nm0366389
27\nm0000427_rm954828032_1949-5-26_1973,0,24,nm0000427
78\nm0004778_rm3280050432_1973-4-14_1998,0,25,nm0004778
93\nm0005493_rm2878642944_1981-1-31_2006,0,25,nm0005493
20\nm2928020_rm428929280_1979-10-4_2014,2,35,nm2928020
86\nm1566486_rm1166776576_1979-3-18_2003,0,24,nm1566486
29\nm0005129_rm3167799552_1976-4-20_2010,2,34,nm0005129
82\nm0000782_rm3855462400_1975-9-20_2011,2,36,nm0000782
05\nm0711805_rm3490105600_1977-8-30_2014,2,37,nm0711805
89\nm0004989_rm2896605952_1974-3-24_2005,1,31,nm0004989
16\nm0005316_rm2945096448_1947-9-23_2004,6,57,nm0005316
13\nm1567113_rm79410432_1977-3-24_2012,2,35,nm1567113
47\nm1221047_rm199674880_1971-3-22_2014,3,43,nm1221047
35\nm0922035_rm317828096_1969-10-15_2011,3,42,nm0922035
90\nm0447290_rm3845180416_1959-10-16_1990,1,31,nm0447290
62\nm0940362_rm144699392_1991-11-15_2015,0,24,nm0940362
86\nm0000586_rm406752768_1971-9-18_1994,0,23,nm0000586
83\nm0001083_rm1188738560_1965-4-16_2003,3,38,nm0001083
68\nm0413168_rm3742863104_1968-10-12_2004,2,36,nm0413168
63\nm0659363_rm3926437632_1989-8-21_2012,0,23,nm0659363
06\nm0000606_rm3290208256_1948-7-30_2001,5,53,nm0000606
72\nm0004772_rm958172672_1967-10-7_2001,2,34,nm0004772
57\nm0001857_rm1027525632_1945-10-30_1982,2,37,nm0001857
89\nm0293889_rm1880922880_1960-11-27_2004,4,44,nm0293889
59\nm0653959_rm1890556672_1954-8-10_2005,5,51,nm0653959
56\nm0933156_rm2592779264_1969-8-27_2005,2,36,nm0933156
04\nm0000704_rm3257660672_1981-1-28_2014,2,33,nm0000704
31\nm1690331_rm4271148288_1982-4-29_2005,0,23,nm1690331
13\nm0000113_rm3690371072_1964-7-26_2006,3,42,nm0000113
93\nm0001493_rm2959579392_1954-4-10_2001,4,47,nm0001493
29\nm0000129_rm487832320_1962-7-3_2011,4,49,nm0000129
13\nm0000513_rm2877202432_1950-3-13_2011,6,61,nm0000513
67\nm0005067_rm969124096_1974-11-12_2009,2,35,nm0005067
03\nm0005203_rm3429796864_1969-2-8_2008,3,39,nm0005203
76\nm0858776_rm1533319936_1980-10-31_2005,0,25,nm0858776
32\nm0023832_rm2869601792_1965-10-25_2013,4,48,nm0023832
78\nm0484178_rm3776565248_1980-2-12_2013,2,33,nm0484178
79\nm1778479_rm1115602176_1972-9-6_2005,2,33,nm1778479
33\nm3358233_rm3043666176_1988-12-11_2012,0,24,nm3358233
99\nm0268199_rm1759549440_1976-5-31_2002,1,26,nm0268199
05\nm0770005_rm52534016_1959-9-7_2005,4,46,nm0770005
13\nm0000113_rm3713898496_1964-7-26_1999,2,35,nm0000113
60\nm0000160_rm1480258048_1970-11-6_2015,4,45,nm0000160
33\nm0860233_rm1211406336_1940-8-31_1994,5,54,nm0860233
18\nm0582418_rm1135528192_1955-6-16_1988,2,33,nm0582418
55\nm0182455_rm1678554368_1978-9-21_2009,1,31,nm0182455
76\nm0829576_rm1387777792_1990-4-9_2014,0,24,nm0829576
01\nm0001401_rm3429207552_1975-6-4_2009,2,34,nm0001401
33\nm1149633_rm2727910144_1979-5-19_2002,0,23,nm1149633
77\nm0000677_rm2660604672_1972-6-19_2007,2,35,nm0000677
88\nm0000288_rm3872244224_1974-1-30_2014,3,40,nm0000288
90\nm0004990_rm130067712_1972-8-10_2010,3,38,nm0004990
51\nm0001251_rm1914607616_1955-8-19_2003,4,48,nm0001251
45\nm0000545_rm2425012224_1945-7-26_2014,8,69,nm0000545
23\nm0000523_rm4264602624_1966-6-8_2012,4,46,nm0000523
81\nm0005381_rm844798464_1972-11-6_2002,1,30,nm0005381
90\nm0000190_rm1691273728_1969-11-4_2014,4,45,nm0000190
09\nm0385809_rm879872000_1960-5-31_1992,2,32,nm0385809
80\nm0484880_rm3058024704_1961-12-9_1993,2,32,nm0484880
33\nm0542133_rm1477947136_1976-12-28_2005,1,29,nm0542133
72\nm1194672_rm2884678656_1981-9-9_2012,1,31,nm1194672
45\nm0642145_rm3092951552_1946-4-12_2009,7,63,nm0642145
30\nm0124930_rm1984727040_1969-11-13_2009,3,40,nm0124930
28\nm0551128_rm3976068608_1960-10-17_2014,5,54,nm0551128
19\nm0662519_rm2402141440_1970-10-7_2014,4,44,nm0662519
03\nm0390903_rm284724480_1967-8-25_2006,3,39,nm0390903
90\nm0885090_rm4022636288_1964-12-24_2010,4,46,nm0885090
92\nm0123092_rm929740288_1967-8-22_2009,3,42,nm0123092
01\nm0001101_rm836481280_1947-12-29_2000,5,53,nm0001101
16\nm0575216_rm794544384_1972-4-29_2013,3,41,nm0575216
05\nm0367005_rm3470367232_1948-9-24_1995,4,47,nm0367005
73\nm1967673_rm4182029824_1983-7-17_2012,1,29,nm1967673
81\nm0405281_rm1542825728_1986-5-6_2010,0,24,nm0405281
97\nm0493797_rm583524096_1969-9-21_2012,3,43,nm0493797
45\nm0000245_rm1494923264_1951-7-21_2004,5,53,nm0000245
86\nm0667186_rm4265122304_1969-4-24_2006,2,37,nm0667186
53\nm0683253_rm705425920_1979-1-27_2015,2,36,nm0683253
02\nm0039002_rm2826749952_1959-12-9_1984,0,25,nm0039002
21\nm0005221_rm162441984_1961-4-2_2008,4,47,nm0005221
75\nm0000775_rm2335027968_1971-11-25_2011,3,40,nm0000775
09\nm0000209_rm418420992_1958-10-16_2006,4,48,nm0000209
73\nm0001473_rm2437912832_1964-2-5_2006,3,42,nm0001473
44\nm1634944_rm2727458560_1979-5-11_2011,2,32,nm1634944
04\nm0000104_rm4257725184_1960-8-10_2001,3,41,nm0000104
05\nm1138805_rm773827584_1989-7-22_2010,0,21,nm1138805
05\nm0425005_rm1742709504_1972-5-2_2013,3,41,nm0425005
38\nm0000438_rm2592506880_1950-11-28_2010,6,60,nm0000438
55\nm0000855_rm1298966784_1939-3-14_2011,8,72,nm0000855
97\nm1601397_rm3396439552_1980-7-3_2009,1,29,nm1601397
20\nm0517820_rm4232616448_1986-7-2_2006,0,20,nm0517820
20\nm0000120_rm1637120_1962-1-17_2014,5,52,nm0000120
67\nm0671567_rm2903685120_1976-1-13_2008,2,32,nm0671567
77\nm0614877_rm3677853696_1981-8-24_2005,0,24,nm0614877
77\nm0005077_rm469014528_1947-12-7_2005,6,58,nm0005077
13\nm0000513_rm2583086336_1950-3-13_2014,7,64,nm0000513
62\nm0915762_rm3808145152_1968-7-8_2003,2,35,nm0915762
35\nm0004735_rm3816223488_1977-3-8_2015,3,38,nm0004735
38\nm0000438_rm2527040512_1950-11-28_2008,6,58,nm0000438
13\nm1442113_rm2641210880_1973-5-27_2006,2,33,nm1442113
17\nm0000117_rm220044032_1973-10-3_2003,1,30,nm0000117
02\nm0001602_rm2792476160_1967-10-5_2014,4,47,nm0001602
46\nm0898546_rm1912189696_1960-7-5_2011,5,51,nm0898546
15\nm0000515_rm1406573312_1961-9-11_2000,3,39,nm0000515
48\nm2946048_rm1506784000_1988-7-13_2011,0,23,nm2946048
89\nm1020089_rm1810348544_1976-4-27_2011,2,35,nm1020089
39\nm5058839_rm2521298944_1971-2-24_2014,3,43,nm5058839
29\nm0000129_rm2497942528_1962-7-3_2008,4,46,nm0000129
09\nm0005109_rm65503232_1983-8-14_2011,1,28,nm0005109
50\nm0002150_rm3694435072_1955-11-30_2003,4,48,nm0002150
00\nm2003700_rm3255604992_1985-7-18_2008,0,23,nm2003700
03\nm0856103_rm2971705344_1911-7-14_1963,5,52,nm0856103
82\nm0000382_rm1246796288_1960-7-19_2005,4,45,nm0000382
79\nm1827079_rm2103881728_1982-1-18_2011,1,29,nm1827079
08\nm0670408_rm3269179648_1970-2-14_2011,3,41,nm0670408
89\nm0742389_rm1741265664_1977-11-29_2004,1,27,nm0742389
15\nm0005515_rm2734414592_1963-12-26_2013,5,50,nm0005515
12\nm0267812_rm923192064_1973-8-6_2013,3,40,nm0267812
75\nm0000375_rm48273408_1965-4-4_2003,3,38,nm0000375
57\nm0724757_rm3506735360_1967-11-23_2005,3,38,nm0724757
39\nm0870039_rm1239402752_1965-1-15_1990,0,25,nm0870039
47\nm1659547_rm12035584_1985-5-28_2013,1,28,nm1659547
10\nm0593310_rm3841361920_1970-3-27_2004,2,34,nm0593310
64\nm0000464_rm882302464_1953-1-22_2013,6,60,nm0000464
70\nm0004770_rm2254091264_1969-5-16_2005,2,36,nm0004770
89\nm0093589_rm1738647552_1977-10-11_2009,2,32,nm0093589
12\nm3398712_rm2421721088_1958-7-20_2009,5,51,nm3398712
44\nm0714844_rm3444284160_1970-10-22_2003,2,33,nm0714844
36\nm1745736_rm2228265216_1975-12-5_2013,3,38,nm1745736
85\nm0023885_rm657382656_1959-3-9_2012,5,53,nm0023885
82\nm0001082_rm4038231808_1968-7-8_1999,1,31,nm0001082
62\nm0000362_rm3960969216_1944-11-17_2001,6,57,nm0000362
55\nm1500155_rm3524299776_1986-5-13_2008,0,22,nm1500155
33\nm0243233_rm958903808_1976-12-7_2011,2,35,nm0243233
15\nm0199215_rm1060754944_1975-6-19_2013,3,38,nm0199215
78\nm0242278_rm3308488960_1962-4-18_2009,4,47,nm0242278
49\nm0000749_rm2675213568_1970-12-12_1993,0,23,nm0000749
30\nm0124930_rm759664384_1969-11-13_2010,3,41,nm0124930
07\nm0268007_rm4105996544_1969-9-7_2007,3,38,nm0268007
88\nm1760388_rm928483840_1978-1-5_2009,1,31,nm1760388
57\nm0724757_rm2066917888_1967-11-23_2012,4,45,nm0724757
25\nm0001625_rm1356256000_1957-3-23_2013,6,56,nm0001625
16\nm2652716_rm1980693504_1990-1-14_2014,0,24,nm2652716
91\nm1028991_rm127048448_1977-9-24_2004,1,27,nm1028991
91\nm0616091_rm3595671808_1981-3-6_2003,0,22,nm0616091
66\nm0001566_rm196909824_1931-11-6_2004,8,73,nm0001566
79\nm0069079_rm1307505408_1985-10-28_2010,0,25,nm0069079
34\nm1017334_rm1081914368_1989-7-21_2011,0,22,nm1017334
04\nm0278304_rm1357888256_1979-8-22_2010,1,31,nm0278304
19\nm0001319_rm4150722304_1951-9-2_2003,5,52,nm0001319
04\nm0000204_rm4146692096_1981-6-9_2010,1,29,nm0000204
95\nm0455895_rm154584576_1976-7-30_2006,1,30,nm0455895
08\nm0712908_rm1592039424_1972-4-4_2005,2,33,nm0712908
20\nm0748620_rm3142493184_1969-4-6_2013,4,44,nm0748620
77\nm1082477_rm3907498240_1978-1-20_2011,2,33,nm1082477
98\nm0000498_rm434608128_1970-1-24_2007,2,37,nm0000498
58\nm0915458_rm1182790144_1982-11-18_2011,1,29,nm0915458
64\nm1065664_rm1973325568_1978-4-26_2009,1,31,nm1065664
51\nm0399251_rm437504768_1969-6-18_2013,4,44,nm0399251
12\nm0000112_rm3869556992_1953-5-16_2014,6,61,nm0000112
38\nm2564938_rm1875945728_1989-11-30_2012,0,23,nm2564938
94\nm1475594_rm383553280_1980-4-26_2010,1,30,nm1475594
22\nm0005222_rm670538496_1965-8-1_2002,2,37,nm0005222
66\nm0310966_rm1306447616_1983-4-27_2014,1,31,nm0310966
06\nm0004906_rm2906490880_1973-11-26_2009,2,36,nm0004906
74\nm0004874_rm3159087360_1967-7-18_2013,4,46,nm0004874
57\nm0893257_rm1301320704_1977-7-8_2006,1,29,nm0893257
51\nm0000151_rm288460288_1937-6-1_2001,7,64,nm0000151
56\nm0498956_rm1775944192_1979-2-1_2013,2,34,nm0498956
93\nm0000093_rm360552960_1963-12-18_2001,3,38,nm0000093
24\nm0891224_rm738758144_1964-11-20_1988,0,24,nm0891224
93\nm0173393_rm1182832896_1966-3-3_2007,3,41,nm0173393
77\nm0002077_rm2013764096_1966-1-31_1998,2,32,nm0002077
74\nm0000174_rm1071094528_1959-12-31_2004,4,45,nm0000174
68\nm0413168_rm267098368_1968-10-12_2006,3,38,nm0413168
22\nm0420422_rm4243163904_1963-1-29_2008,4,45,nm0420422
85\nm2016685_rm1779865600_1984-9-10_2008,0,24,nm2016685
85\nm0089485_rm1173272832_1977-8-19_2001,0,24,nm0089485
38\nm2127038_rm1521016064_1987-5-13_2009,0,22,nm2127038
42\nm0004742_rm1622716416_1967-4-18_2008,3,41,nm0004742
30\nm0000630_rm2073008384_1967-10-4_2004,2,37,nm0000630
17\nm0089217_rm1206357248_1977-1-13_2007,1,30,nm0089217
60\nm0005060_rm457636096_1967-9-20_2009,3,42,nm0005060
77\nm0000377_rm3675295232_1947-10-29_1991,4,44,nm0000377
73\nm0000173_rm319409664_1967-6-20_2014,4,47,nm0000173
05\nm2171105_rm2345702656_1977-7-30_2005,1,28,nm2171105
40\nm1954240_rm1980795904_1986-2-26_2008,0,22,nm1954240
55\nm0001455_rm571997952_1967-7-25_2011,4,44,nm0001455
87\nm0144187_rm1909561600_1979-12-31_1999,0,20,nm0144187
33\nm1303433_rm3086849280_1972-12-17_2008,2,36,nm1303433
98\nm0000098_rm29332480_1969-2-11_2008,3,39,nm0000098
66\nm1140666_rm2732313600_1981-8-27_2011,1,30,nm1140666
22\nm0000222_rm4012284416_1965-5-31_1999,2,34,nm0000222
51\nm0584951_rm3383920896_1986-8-29_2009,0,23,nm0584951
19\nm0001319_rm4140210432_1951-9-2_2003,5,52,nm0001319
40\nm0634240_rm3887508224_1970-7-30_2012,3,42,nm0634240
96\nm0001496_rm3324415744_1950-9-11_1989,3,39,nm0001496
82\nm1561982_rm3776675840_1982-3-2_2010,1,28,nm1561982
86\nm0773686_rm4072056832_1951-7-1_2009,6,58,nm0773686
10\nm0004410_rm3135540480_1973-5-11_2006,2,33,nm0004410
93\nm0000593_rm2228588032_1962-10-13_2009,4,47,nm0000593
55\nm0000255_rm3730675712_1972-8-15_1999,1,27,nm0000255
07\nm0000207_rm3449726464_1980-2-12_2013,2,33,nm0000207
32\nm0005532_rm2884088320_1967-10-13_2007,3,40,nm0005532
37\nm2953537_rm2700210432_1984-10-25_2015,1,31,nm2953537
96\nm0000496_rm2339543296_1973-6-21_2003,1,30,nm0000496
38\nm2625538_rm515999232_1985-5-17_2005,0,20,nm2625538
43\nm0240043_rm3166614272_1975-3-22_2010,2,35,nm0240043
05\nm0000205_rm387816192_1968-11-8_2003,2,35,nm0000205
93\nm0532193_rm3754292992_1974-10-17_2012,3,38,nm0532193
10\nm0355910_rm3302391808_1971-2-1_2006,2,35,nm0355910
61\nm0248461_rm3955339264_1983-5-28_2012,1,29,nm0248461
27\nm0571727_rm1258786048_1973-8-9_2005,2,32,nm0571727
27\nm1130627_rm1696511744_1982-4-3_2012,1,30,nm1130627
21\nm0000321_rm2271251200_1950-5-12_2008,6,58,nm0000321
30\nm0252230_rm572642304_1977-7-10_2013,2,36,nm0252230
57\nm0491357_rm1550892288_1947-4-12_1999,5,52,nm0491357
59\nm0000559_rm394583296_1931-3-26_1966,2,35,nm0000559
57\nm0001057_rm314415872_1972-11-1_2005,2,33,nm0001057
79\nm0722279_rm226594048_1968-7-20_2007,3,39,nm0722279
11\nm0339011_rm2705902336_1980-9-4_2011,1,31,nm0339011
43\nm1086543_rm74156288_1985-12-3_2009,0,24,nm1086543
57\nm0000157_rm1567922944_1956-9-26_1997,3,41,nm0000157
52\nm0748852_rm2682632960_1953-9-17_2009,6,56,nm0748852
26\nm0770926_rm4130118144_1968-8-4_2005,2,37,nm0770926
13\nm0001713_rm856602880_1970-6-4_1995,0,25,nm0001713
54\nm0848554_rm1702599168_1983-5-14_2005,0,22,nm0848554
35\nm0253035_rm3751909632_1965-2-20_1996,1,31,nm0253035
62\nm1101562_rm223654656_1959-10-7_2011,5,52,nm1101562
37\nm0004937_rm4089228032_1967-12-13_2012,4,45,nm0004937
47\nm1417647_rm749178624_1977-10-26_2010,2,33,nm1417647
36\nm0010736_rm1053399808_1974-8-20_2005,1,31,nm0010736
90\nm1909590_rm2513606912_1981-12-3_2006,0,25,nm1909590
44\nm2811944_rm602660096_1988-3-4_2011,0,23,nm2811944
05\nm0186505_rm3238247936_1956-3-7_2011,5,55,nm0186505
86\nm0331186_rm2513609728_1945-1-28_1977,2,32,nm0331186
79\nm0005379_rm759863808_1961-5-13_1997,2,36,nm0005379
43\nm0000243_rm1004900096_1954-12-28_2010,6,56,nm0000243
13\nm0111013_rm977702656_1979-12-15_2010,1,31,nm0111013
16\nm0001716_rm1228836352_1944-6-21_1998,5,54,nm0001716
09\nm0477209_rm3344747520_1965-10-26_2010,4,45,nm0477209
43\nm0900143_rm117748224_1931-11-3_1964,2,33,nm0900143
18\nm0001218_rm2157173504_1965-10-11_2006,3,41,nm0001218
13\nm0000313_rm936214528_1949-12-4_2010,6,61,nm0000313
86\nm0690686_rm61904896_1974-7-16_2006,2,32,nm0690686
17\nm0498517_rm382642944_1979-10-29_2012,2,33,nm0498517
30\nm0604430_rm2765082112_1981-1-17_2014,2,33,nm0604430
31\nm0001131_rm2116858624_1966-1-13_2008,3,42,nm0001131
64\nm0041864_rm691444224_1970-8-4_2007,2,37,nm0041864
38\nm0388038_rm3380840704_1986-9-20_2008,0,22,nm0388038
15\nm0564215_rm1700765952_1979-4-21_2013,2,34,nm0564215
85\nm0172385_rm1356897024_1971-4-1_2007,2,36,nm0172385
90\nm0125190_rm2835785472_1959-9-3_1982,0,23,nm0125190
85\nm0655585_rm768800768_1982-7-19_2005,0,23,nm0655585
85\nm0001885_rm3437206272_1956-4-30_2003,4,47,nm0001885
17\nm0089217_rm2721421824_1977-1-13_2004,1,27,nm0089217
16\nm3892016_rm70819840_1986-12-16_2013,1,27,nm3892016
74\nm0001774_rm1651087872_1965-11-30_2004,3,39,nm0001774
23\nm3775423_rm131323392_1992-12-8_2014,0,22,nm3775423
31\nm0005531_rm863345152_1969-8-17_2002,2,33,nm0005531
45\nm2091145_rm3374290944_1975-7-12_2006,1,31,nm2091145
64\nm0035664_rm157862144_1953-11-27_1985,2,32,nm0035664
01\nm0000401_rm2186381824_1961-7-30_2000,3,39,nm0000401
14\nm0000114_rm1346551040_1957-12-13_2010,5,53,nm0000114
65\nm0374865_rm1518183936_1980-12-9_2007,1,27,nm0374865
60\nm0000260_rm3393493760_1956-8-20_2007,5,51,nm0000260
05\nm0175305_rm3888575488_1974-3-5_2015,3,41,nm0175305
23\nm0597223_rm1371576320_1969-10-3_1999,1,30,nm0597223
80\nm0000380_rm2171899392_1931-1-5_2009,9,78,nm0000380
04\nm0000404_rm3759046656_1937-12-21_2009,8,72,nm0000404
71\nm0027271_rm742505728_1965-3-4_2011,4,46,nm0027271
76\nm0601376_rm878418432_1977-9-25_2004,1,27,nm0601376
93\nm0000093_rm4067072768_1963-12-18_2006,3,43,nm0000093
31\nm0674231_rm746244096_1948-3-31_1982,2,34,nm0674231
01\nm0001401_rm2398456832_1975-6-4_2005,1,30,nm0001401
90\nm0482290_rm679516928_1970-9-1_2003,2,33,nm0482290
09\nm0001609_rm3499072256_1964-9-6_2006,3,42,nm0001609
28\nm0005028_rm3720321024_1979-4-19_2006,1,27,nm0005028
67\nm0001667_rm3278346496_1977-7-27_2007,1,30,nm0001667
79\nm0272479_rm2973470464_1975-10-22_2010,2,35,nm0272479
79\nm0000679_rm1378523904_1964-3-31_2002,3,38,nm0000679
97\nm0000297_rm688557568_1949-5-31_1989,3,40,nm0000297
56\nm3041056_rm484757248_1979-3-9_2014,2,35,nm3041056
68\nm0791968_rm3197687296_1964-5-30_2005,3,41,nm0791968
93\nm0005093_rm1442617600_1971-1-15_2004,2,33,nm0005093
35\nm0000435_rm585734144_1960-12-3_2003,3,43,nm0000435
57\nm0001057_rm1478920704_1972-11-1_2009,2,37,nm0001057
49\nm0000149_rm564301056_1962-11-19_2007,4,45,nm0000149
32\nm0688132_rm2496050176_1971-9-16_2009,3,38,nm0688132
07\nm0902807_rm2142502144_1973-11-25_2010,2,37,nm0902807
54\nm1192254_rm799384320_1983-9-21_2007,0,24,nm1192254
51\nm0000151_rm1982044160_1937-6-1_2007,8,70,nm0000151
67\nm1569067_rm2152246784_1984-2-24_2011,1,27,nm1569067
06\nm2116006_rm1613137920_1988-7-26_2008,0,20,nm2116006
18\nm0544718_rm1577953536_1983-2-27_2012,1,29,nm0544718
36\nm0461136_rm373068800_1985-3-26_2010,0,25,nm0461136
63\nm0659363_rm155823872_1989-8-21_2012,0,23,nm0659363
93\nm0001293_rm4075785728_1974-2-8_2009,2,35,nm0001293
07\nm0000307_rm407015168_1966-5-26_2010,4,44,nm0000307
00\nm0936300_rm2653605120_1973-2-18_2014,3,41,nm0936300
99\nm0000199_rm3543780352_1940-4-25_1974,2,34,nm0000199
